Sample,Filter,Layers,Voltage,Date,dP,pen_total,0.3,0.37,0.46,0.57,0.71,0.88,1.09,1.35,1.68,2.08,2.58,3.2,3.96,4.92,6.1,7.56,9.37,Total
122,ADVANCHK_SMS,3,Y,08/12/2021,57,0.5456845656,0.6225311288,0.5399068544,0.4481995515,0.3801733136,0.335336057,0.2419770438,0.1582549187,0.1411042945,0.06269592476,0.04455445545,0.03773584906,0,0,0,0,nan,nan,0.5683395731
123,ADVANCHK_SMS,2,Y,08/12/2021,39,0.6417630802,0.70363788,0.6367917097,0.5554967121,0.48936847,0.4640748031,0.358226236,0.2737940026,0.2117288652,0.1437246964,0.07692307692,0.01886792453,0,0,0,0,nan,nan,0.6581141699
124,ADVANCHK_SMS,3,Y,08/12/2021,59,0.5342950144,0.6052141479,0.5198600415,0.4200394141,0.3477395932,0.2799934351,0.2073170732,0.1393336218,0.1080691643,0.07312252964,0.01030927835,0,0,0,0,nan,nan,nan,0.5489403821
125,ADVANCHK_SMS,3,Y,08/12/2021,70,0.5454588514,0.6179226258,0.5373359543,0.4394685998,0.380700493,0.3066655403,0.2102193483,0.180342651,0.0909757887,0.05744680851,0.04432132964,0,0,0,0,0,nan,nan,0.5648230598
126,ADVANCHK_SMS,2,Y,08/12/2021,40,0.6703499079,0.725103234,0.6529880155,0.5745895317,0.5144383158,0.4531392175,0.3773824651,0.3052064632,0.244750181,0.1510710259,0.1114206128,0.03738317757,0,0,0,0,0,nan,0.6784866597
127,FLANNEL,1,Y,08/12/2021,26,0.833855658,0.8695897627,0.8084446618,0.7743378606,0.7201968857,0.6949203942,0.6523798248,0.5847764801,0.5905947441,0.5190677966,0.4677419355,0.3076923077,0.1176470588,0,0,0,0,nan,0.8345056926
128,FLANNEL,1,Y,08/12/2021,26,0.8693771821,0.8989480881,0.8719470974,0.8564108667,0.8587270207,0.8542594242,0.8121323953,0.6967741935,0.7279053584,0.6110531804,0.5221932115,0.2769230769,0.1333333333,0,0,0,0,nan,0.8840974946
129,FLANNEL,1,Y,08/12/2021,28,0.8611698062,0.8835156631,0.8699086215,0.8474533393,0.8267759813,0.8198354593,0.7668238813,0.6751020408,0.6142473118,0.566191446,0.47,0.3389830508,0.1666666667,0.1538461538,0,0,0,nan,0.8719507647
130,FLANNEL,2,Y,08/12/2021,58,0.7274789592,0.7781767246,0.7561830132,0.7103873367,0.6754406692,0.6391959799,0.5580188679,0.4455696203,0.4019607843,0.281025641,0.242074928,0.05042016807,0.04081632653,0,0,nan,nan,nan,0.7579713692
131,FLANNEL,2,Y,08/12/2021,49,0.7592549905,0.792847187,0.7841112343,0.7695399401,0.7394912855,0.7103937008,0.6181685693,0.5731868132,0.5142450142,0.3847019123,0.2588235294,0.1441441441,0.15,0,0,nan,nan,nan,0.7835370246
132,FLANNEL,2,Y,08/12/2021,56,0.7292400831,0.7567253914,0.7232100904,0.6841132613,0.6428222145,0.634858519,0.5395114119,0.4506472492,0.3906142167,0.364640884,0.2041884817,0.04301075269,0.04444444444,0,0,nan,nan,nan,0.7329641815
133,FLANNEL,3,Y,08/12/2021,88,0.5989912281,0.6505151182,0.6141598627,0.5576399085,0.5097995496,0.4782390478,0.4008305103,0.2926447574,0.2715368711,0.2004132231,0.08465608466,0.0202020202,0,0,0,nan,nan,nan,0.6219323592
134,FLANNEL,3,Y,08/12/2021,90,0.6108214677,0.6595708809,0.6337485033,0.5826822653,0.5461325846,0.5041804258,0.4169408768,0.3276397516,0.2638798171,0.1762376238,0.1229946524,0.05504587156,0,0,0,0,nan,nan,0.6362915533
135,FLANNEL,3,Y,08/12/2021,80,0.6203196652,0.6603568803,0.6331328808,0.5806034629,0.5369053403,0.5092448836,0.4065910999,0.3227045716,0.2684039088,0.2103213242,0.116751269,0.01886792453,0,0,0,0,nan,nan,0.6359836725
136,H400,1,Y,08/12/2021,61,0.2551179062,0.3638333829,0.255733945,0.1702336487,0.1161865841,0.08251946214,0.04918890633,0.03018575851,0.0198938992,0.01382033564,0,0,0,0,0,0,nan,nan,0.3010507218
137,H400,1,Y,08/12/2021,134,0.07202942906,0.311819259,0.2077738822,0.1311985532,0.08837149473,0.06294093236,0.03968497494,0.02558314522,0.01054018445,0.002006018054,0.005449591281,0,0,0,0,0,nan,nan,0.2527061641
138,H400,1,Y,08/12/2021,132,0.0673307121,0.3362335931,0.2262663273,0.1501591262,0.105393059,0.0687702824,0.04860088365,0.01886792453,0.01894451962,0.008639308855,0,0,0,0,0,0,nan,nan,0.2743566611
139,H400,2,Y,08/12/2021,121,0.08145796064,0.1057095474,0.05198997137,0.02466962757,0.01239851747,0.006373034981,0.003935716628,0,0,0,0,0,0,0,0,0,0,nan,0.07820156907
140,H400,2,Y,08/12/2021,201,0.01609686296,0.09931908295,0.04910841198,0.02286850263,0.01287544021,0.007174630507,0.001800787845,0.0008254230293,0,0.002114164905,0,0,0,0,0,0,0,nan,0.07378241201
141,H400,2,Y,08/12/2021,201,0.0257798603,0.1157816117,0.05952851608,0.0271375962,0.01409452976,0.007327617791,0.003262642741,0.002468120115,0,0,0,0,0,0,0,0,nan,nan,0.08674834571
142,H400,3,Y,08/12/2021,208,0.01910154115,0.02505301033,0.009308809766,0.00282817466,0.0008123476848,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0.01742074141
143,H400,3,Y,08/12/2021,9,0.8833041192,0.04050772066,0.01562773437,0.005280265522,0.002397484903,0.0008684324794,0.0002268345242,0,0,0,0,0,0,0,0,0,nan,nan,0.02847449128
144,H400,3,Y,08/12/2021,9,0.8631883807,0.03037252775,0.0107764199,0.003706274292,0.001847703074,0.0001478633742,0,0,0.001467351431,0,0,0,0,0,0,0,0,nan,0.02109536087
145,PELL_930,5,Y,08/12/2021,8,0.8763275242,0.9135219475,0.8918054575,0.890313558,0.8787801425,0.8246579417,0.8540335936,0.8074105989,0.7674750357,0.7227272727,0.6330532213,0.3434343434,1,0.5,0,2,0,nan,0.9026619224
146,PELL_930,5,Y,08/12/2021,23,0.8428546162,0.8833402076,0.8659094529,0.8468156706,0.8369908829,0.842539402,0.822464609,0.8296610169,0.7558718861,0.8228699552,0.6133333333,0.5263157895,0.8484848485,0.2352941176,0,0,nan,nan,0.8725187217
147,PELL_930,5,Y,08/12/2021,8,0.8763275242,0.8952346321,0.872115262,0.8487392715,0.8625182851,0.8382862089,0.8048697235,0.773095624,0.7400405132,0.7145922747,0.6025974026,0.7058823529,0.4864864865,0.1666666667,0,nan,0,nan,0.8817011687
148,PELL_930,10,Y,08/12/2021,23,0.8428546162,0.855318557,0.8384314231,0.8145370557,0.8151672229,0.7620400838,0.7169267707,0.6646757679,0.7116477273,0.5911542611,0.4555555556,0.3396226415,0.1333333333,0.1538461538,4,0,0,nan,0.8430690308
149,PELL_930,10,Y,08/12/2021,23,0.7957214485,0.8236595977,0.8134901619,0.7883511728,0.7765669604,0.7537577713,0.7061364503,0.6316270567,0.6198083067,0.6016451234,0.3806818182,0.2181818182,0.1176470588,0,0,0,nan,nan,0.8139949664
150,PELL_930,10,Y,08/12/2021,22,0.8201762115,0.8482540007,0.8435076725,0.8235168996,0.7820329618,0.7758594347,0.6845749761,0.7173033708,0.6957186544,0.5627198124,0.4010695187,0.419047619,0.2325581395,0.1333333333,0,0,nan,nan,0.8401265149
151,PELL_930,15,Y,08/12/2021,38,0.7425391335,0.7685809014,0.748435615,0.7142347185,0.68338515,0.6762186115,0.5800432359,0.5127334465,0.4457392571,0.3789237668,0.2395543175,0.18,0.04545454545,0.1666666667,0,0,nan,nan,0.7518266759
152,PELL_930,15,Y,08/12/2021,40,0.7345229744,0.7660063573,0.7589936125,0.7387575907,0.7061376317,0.7122209502,0.6231611547,0.5388685389,0.5340014316,0.4129032258,0.2630136986,0.16,0.1,0,0,0,nan,nan,0.756947482
153,PELL_930,15,Y,08/12/2021,40,0.7383897569,0.757997591,0.7567041006,0.7307266269,0.7059087754,0.6903803713,0.584670947,0.5007407407,0.4722580645,0.379979571,0.2542787286,0.1666666667,0.1052631579,0,0,0,nan,nan,0.7499336277
154,OLFN,1,Y,08/12/2021,4,0.9161930648,0.938857885,0.9226731306,0.9060054194,0.878910415,0.8747692112,0.8633422912,0.8365349764,0.869943995,0.8348348348,0.7368421053,0.8118811881,0.3921568627,0.3157894737,0,0,nan,nan,0.927556096
155,OLFN,1,Y,08/12/2021,5,0.9083696781,0.9205244643,0.8996926633,0.8730914443,0.8613126649,0.8505141388,0.8448222245,0.8158295282,0.8002560819,0.7934362934,0.705,0.6727272727,0.3773584906,0.5714285714,0.4,0,nan,nan,0.90641231
156,OLFN,1,Y,08/12/2021,6,0.9159092327,0.933373768,0.914610529,0.8988768318,0.8916441826,0.8779062381,0.8769135292,0.7865831183,0.7989756722,0.7551219512,0.6443914081,0.5739130435,0.4680851064,0.2,0.5714285714,nan,nan,nan,0.9218311323
157,OLFN,2,Y,08/12/2021,12,0.9239139766,0.9238695326,0.9083417887,0.8776101522,0.8716081785,0.8339172181,0.8356976498,0.789136175,0.8168642951,0.6802443992,0.5734939759,0.3442622951,0.5,0.1052631579,0,nan,0,nan,0.9110225195
158,OLFN,2,Y,08/12/2021,13,0.9016259463,0.905209984,0.8956365586,0.8843124503,0.8738815509,0.8383910585,0.8217980164,0.7995337995,0.7923809524,0.7183673469,0.6,0.3928571429,0.1428571429,0,0,nan,0,nan,0.8976769139
159,OLFN,2,Y,08/12/2021,11,0.9270833333,0.9352437915,0.923862865,0.9175454081,0.9100325859,0.8891404221,0.8663802363,0.901850362,0.7677543186,0.8016528926,0.6112600536,0.6315789474,0.65,0,0.5,0,nan,nan,0.9282685043
160,OLFN,3,Y,08/12/2021,20,0.8410485462,0.8769290548,0.8429189076,0.8171586554,0.7932500548,0.7509516041,0.6953107961,0.6699226699,0.6666666667,0.5598290598,0.4851752022,0.2173913043,0.35,0.5,0,0,nan,nan,0.8557660119
161,OLFN,3,Y,08/12/2021,20,0.8450401439,0.8880160699,0.8589692369,0.8391634585,0.8069632322,0.7778012536,0.7445535614,0.6876790831,0.6839452844,0.6453038674,0.4463768116,0.4269662921,0.2162162162,0.4,0,nan,nan,nan,0.8699243461
162,OLFN,3,Y,08/12/2021,20,0.8418187007,0.8795512603,0.8537587515,0.8223671376,0.7966575092,0.7834677126,0.7285714286,0.6807790008,0.6207865169,0.5839909808,0.4571428571,0.4509803922,0.2,0,0,0,nan,nan,0.8615697505
163,H100,1,Y,08/12/2021,11,0.7509523596,0.805611252,0.7366702161,0.6722361102,0.6289278119,0.5858970454,0.5211017851,0.4430823117,0.4395924309,0.3769140165,0.2247191011,0.1186440678,0.1578947368,0,0,0,0,nan,0.7636556765
164,H100,1,Y,08/12/2021,13,0.6900269542,0.7577058887,0.6735134797,0.5849065967,0.5358083889,0.4812980879,0.4085373206,0.3273835438,0.2909647779,0.2683486239,0.06024096386,0.05940594059,0,0.4615384615,0,0,0,nan,0.7050373465
165,H100,1,Y,08/12/2021,11,0.8020304569,0.8436444963,0.7812652892,0.7116217051,0.6616362536,0.6362252664,0.5759275237,0.4878450762,0.4558521561,0.3371017472,0.2905982906,0.3333333333,0,0,0,0,nan,nan,0.802392482
166,H100,2,Y,08/12/2021,24,0.5632639299,0.6497783288,0.5382937733,0.4374689618,0.3724428016,0.3422053232,0.25583098,0.2379421222,0.1690885073,0.1119842829,0.08174386921,0.04444444444,0.04347826087,0,0,0,nan,nan,0.5818400308
167,H100,2,Y,08/12/2021,25,0.5392471051,0.6183582031,0.517815541,0.4235113717,0.3686344003,0.3084006233,0.2404069446,0.2002472188,0.1334289813,0.09949238579,0.04407713499,0.02247191011,0,0,0,nan,0,nan,0.5566661397
168,H100,2,Y,08/12/2021,30,0.6189721432,0.6988947388,0.595981883,0.514474438,0.4513425842,0.4039309199,0.3281656671,0.2511667374,0.2005813953,0.1492227979,0.07282913165,0.06818181818,0.04761904762,0,0,nan,0,nan,0.6382048734
169,H100,3,Y,08/12/2021,47,0.5647532377,0.6388668939,0.5566694231,0.4522444432,0.3693691668,0.3013185388,0.2395681026,0.1602002503,0.1445783133,0.07236180905,0.03458213256,0,0,0,0,0,nan,nan,0.5821432985
170,H100,3,Y,08/12/2021,45,0.4728106059,0.5595896393,0.4504948748,0.3523596642,0.2879866786,0.2278180804,0.1711159737,0.124497992,0.09615384615,0.03480040942,0.0303030303,0,0,0,0,0,nan,nan,0.4940435221
171,H100,3,Y,08/12/2021,41,0.3431992579,0.422998583,0.3171153732,0.2343887978,0.1785598338,0.148443406,0.09826086957,0.05333333333,0.04713804714,0.04489337823,0.04294478528,0.03571428571,0,0,0,0,nan,nan,0.3622977873
172,SMT_FB_THCK,3,N,08/16/2021,17,0.7267477577,0.7488922528,0.7125377568,0.6805937459,0.6241492646,0.583909185,0.5474220242,0.5238587457,0.4909786991,0.4192571808,0.2729134665,0.1531100478,0.1714285714,0,0,nan,nan,nan,0.6971493454
173,SMT_FB_THCK,3,N,08/16/2021,16,0.9372937294,0.9280928465,0.9283936506,0.9351475976,0.9119574632,0.8821756544,0.8480187793,0.818090542,0.7781311452,0.6872668662,0.6131182041,0.4927536232,0.3636363636,0,0,nan,nan,nan,0.9203386798
174,SMT_FB_THCK,3,N,08/16/2021,17,0.8786588251,0.9244421763,0.897078325,0.8687543694,0.8264988015,0.7918012331,0.748111698,0.727528788,0.6721637505,0.5907288157,0.4122461352,0.2944785276,0.1818181818,0,nan,nan,nan,nan,0.8822755155
175,H400,1,N,08/16/2021,59,0.1933592535,0.3444870013,0.23285679,0.1358721452,0.07409868136,0.04920718123,0.02967595099,0.0179910045,0.009842185644,0.006143868931,0.001978239367,0.01282051282,0,0,nan,nan,nan,nan,0.2336066647
176,H400,1,N,08/16/2021,55,0.2308814204,0.3877855137,0.2899271733,0.1853635924,0.1252390436,0.07637480927,0.05896375802,0.03458676855,0.02406536271,0.01355865592,0.007705008255,0,0,0,nan,nan,nan,nan,0.2809550072
177,H400,1,N,08/16/2021,54,0.212391193,0.3529330103,0.2591871144,0.1675265321,0.1123111775,0.0724604501,0.05194400031,0.02916132042,0.02204880466,0.008599974706,0.008016032064,0,0,0,nan,nan,nan,nan,0.2565889221
178,H400,2,N,08/16/2021,123,0.04246895807,0.08899100603,0.05264091456,0.02499582475,0.0118504222,0.006332009149,0.001778716545,0.001034928849,0.0007425558773,0.0002981959147,0,0,0,0,0,nan,nan,nan,0.05679916008
179,H400,2,N,08/16/2021,136,0.03618628068,0.0742908575,0.04193872426,0.01923598491,0.008941655928,0.003944269788,0.002082431848,0.0005200208008,0,0,0,0,0,0,0,nan,0,nan,0.04646112175
180,H400,2,N,08/16/2021,131,0.0380627605,0.07152717095,0.03965403486,0.01864467422,0.00925404045,0.004998814936,0.001706569054,0.0007083267748,0.0004141644233,0.0002600442075,0,0,0,0,0,nan,0,nan,0.04399388737
181,H400,3,N,08/16/2021,188,0.01209223847,0.02515353823,0.01151151464,0.003839953492,0.001372045476,0.0004109776702,0.0001022521026,0.0001626942162,0,0,0,0,0,0,nan,nan,nan,nan,0.01416103113
182,H400,3,N,08/16/2021,206,0.01087402544,0.0234803214,0.01055500563,0.003436579963,0.001209092375,0.0004222805791,0.0001441836323,0,0,0,0,0,0,0,nan,nan,nan,nan,0.01333704579
183,H400,3,N,08/16/2021,210,0.009858287123,0.02069893309,0.009415146031,0.003323862113,0.001216283125,0.0004570318637,0.0001239387742,0.0000951565325,0,0,0,0,0,0,nan,nan,nan,nan,0.01200071125
